objectId:updateTime:objectLatitude:objectLongitude:objectAltitude:objectDirection:objectSpeed:objectAuccuracy
-2616899991052681873:1396365160228:43.6167419:3.8679762:0.0:0.0:0.0:957.0
-2616899991052681873:1396365240359:43.6146217:3.8676277:0.0:0.0:0.0:790.0
-2616899991052681873:1396365260409:43.6138787:3.8674529:0.0:0.0:0.0:790.0
-2616899991052681873:1396365280455:43.6152558:3.8676266:0.0:0.0:0.0:790.0
-2616899991052681873:1396365300482:43.6166329:3.8678003:0.0:0.0:0.0:1147.0
-2616899991052681873:1396365320513:43.6152558:3.8676266:0.0:0.0:0.0:790.0
-2616899991052681873:1396365340555:43.6166329:3.8678003:0.0:0.0:0.0:1147.0
-2616899991052681873:1396365420679:43.6152558:3.8676266:0.0:0.0:0.0:790.0
-2616899991052681873:1396365440709:43.6166329:3.8678003:0.0:0.0:0.0:1147.0
-2616899991052681873:1396365460748:43.6152558:3.8676266:0.0:0.0:0.0:790.0
-2616899991052681873:1396365480787:43.6166329:3.8678003:0.0:0.0:0.0:1147.0
-2616899991052681873:1396365520846:43.6152558:3.8676266:0.0:0.0:0.0:790.0
-2616899991052681873:1396365540878:43.6166329:3.8678003:0.0:0.0:0.0:1147.0
-2616899991052681873:1396365581063:43.6148237:3.8686045:0.0:0.0:0.0:790.0
-2616899991052681873:1396365621104:43.6145673:3.8675397:0.0:0.0:0.0:790.0
8346169706352807399:1396365632940:43.6152921:3.8676852:0.0:0.0:0.0:790.0
8346169706352807399:1396365632940:43.6152921:3.8676852:0.0:0.0:0.0:790.0
8346169706352807399:1396365653048:43.6167419:3.8679762:0.0:0.0:0.0:957.0
8346169706352807399:1396365653048:43.6167419:3.8679762:0.0:0.0:0.0:957.0
8346169706352807399:1396365693079:43.6152509:3.8685492:0.0:0.0:0.0:790.0
8346169706352807399:1396365693079:43.6152509:3.8685492:0.0:0.0:0.0:790.0
1887742041076022266:1396355283863:43.6165465:3.8684417:0.0:0.0:0.0:843.0
1887742041076022266:1396355303916:43.6166874:3.8678882:0.0:0.0:0.0:957.0
1887742041076022266:1396355303916:43.6166874:3.8678882:0.0:0.0:0.0:957.0
1887742041076022266:1396355323946:43.6167419:3.8679762:0.0:0.0:0.0:957.0
1887742041076022266:1396355323946:43.6167419:3.8679762:0.0:0.0:0.0:957.0
5571789799771052732:1396345132583:43.6153185:3.8677803:0.0:0.0:0.0:784.0
5571789799771052732:1396345153050:43.6167291:3.868168:0.0:0.0:0.0:1004.0
5571789799771052732:1396345172934:43.6153342:3.8676694:0.0:0.0:0.0:988.0
5571789799771052732:1396345192987:43.6146367:3.8674201:0.0:0.0:0.0:988.0
5571789799771052732:1396345213183:43.6166874:3.8678882:0.0:0.0:0.0:957.0
